,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
6_10.01.07.005,-0.5103586,-1.0804043,0.51984096,-0.36388224,-0.69863826,0.24058259,0.77601355,-0.19006139,0.29467422,0.10255885,-0.024704337,-0.54004264,1.4382818,0.6522398,0.25286937,0.09922531,1.1889722,-0.7732763,-2.0955124,-0.113694265,0.97487026,-0.76881784,-0.6560024,-0.6050897,-1.0546968,-0.49257252,0.7496482,-0.95300126,0.7588972,2.2585938,1.0064554,0.848951,-0.38497162,0.26278752,0.19706948,-0.75317675,-0.82843065,0.8467066,0.27857983,0.784204,-0.85876465,0.37878174,-0.5001787,-0.40979043,-0.45767635,-0.29385087,-0.1932459,-1.0168042,-1.2067626,-0.4679169,-0.25849354,-0.013381362,-0.3102895,-0.75474775,-0.4425889,1.545486,0.6129124,0.7074876,-0.71139455,-0.14210904,0.2077826,-0.4582825,0.7413632,0.89067674
6_18.02.02.006,0.45725736,1.2406392,1.5452218,-0.3536353,1.1163609,0.48891234,-0.26619124,-0.95932055,1.4139149,3.0333672,-0.25077018,0.35159442,-1.2613986,-1.5219008,-0.6612978,1.618929,-2.027966,0.54138565,0.4329171,-0.96187377,-2.138275,-0.43958896,-0.51782477,0.9779163,0.294534,0.28153735,1.8704753,-1.472105,0.3181237,-2.216012,0.6681397,-1.2170658,-2.6917481,2.1962438,1.0514071,0.2942431,-1.0787997,-0.7593888,0.858723,-1.0362064,0.24468392,-0.3966756,-0.35258463,-1.8203691,-0.72914565,-1.1936817,-0.3200305,-1.6057683,-1.6146735,-0.3933494,-1.8674488,1.3704717,-1.0215945,-1.170399,0.29052946,0.2301717,1.2205936,0.34484705,-0.40964073,0.6700622,0.4102993,-0.3156022,0.35665178,0.8758726
6_22.06.02.004,-1.18788,1.4388319,1.4018316,-0.14950204,-1.4454921,-0.2712994,1.6495626,-1.8167799,-2.1192524,3.4513628,-1.8324386,0.573852,-0.77852315,-1.430385,-2.608055,0.9636698,-0.74681056,0.23108026,-0.6356797,-0.4536168,-3.224808,-1.6176703,0.14008766,1.973428,-1.8889607,-2.538302,2.0561085,-0.35459772,-0.051744446,-0.9341273,2.9124205,-1.4332409,0.097842455,1.3165182,-0.31496778,-0.018380046,-2.8617897,-0.49589986,3.4770577,0.44921863,-1.3749015,-2.2612739,-1.5356985,-4.329437,-2.7788243,-0.5494571,-0.025050342,-1.9448929,-0.56538725,-1.7325146,-3.9371018,1.3694105,-3.202201,-1.3687751,-2.819925,-1.7647294,1.3375839,0.39333248,-0.55684495,0.8482536,1.5189995,-0.9741831,0.51200604,3.711004
6_24.01.06.004,0.48980975,0.41262764,-0.6158037,-0.12112354,-0.61860996,-0.9751209,-0.23377773,-0.7412426,-0.19022164,-0.99591005,1.2238938,1.0477197,0.14754403,-1.3416642,-1.0811532,0.18197143,0.6106069,-0.28599256,-1.3925295,0.74572647,0.05583197,-1.2016984,0.170185,0.70027375,-0.3385247,-1.476199,-0.025002927,-0.5993789,0.7548843,-0.41973045,0.32596153,1.4531662,-0.9159972,-0.1088897,-1.1029304,0.14034522,-1.4785554,0.21871763,0.69739735,0.08275527,0.009536147,-0.16540653,-0.44828916,-1.4663647,-0.21205014,-1.1758897,0.08778798,0.033570737,-0.43174064,0.27090824,1.0498729,0.7919139,0.076926336,-0.77017426,-0.108668596,0.77053523,1.0812267,0.30861798,-0.61689144,0.49868983,1.7945478,0.31574798,1.4388479,0.15649304
7_08.01.02.002,1.3853983,0.48924536,1.6458662,-0.92062527,2.102888,-1.5452682,1.5776823,-1.7795335,-0.9112824,-0.77209806,1.1711513,1.142337,-0.22251499,2.1297297,-0.66913855,-1.3589532,0.089029744,1.8771615,0.16307557,-0.5257293,-0.11274439,-1.8433225,-2.3506727,-0.7813487,-0.36451924,-1.8578727,1.8470294,1.6492226,-1.220544,1.8800253,-0.36675242,0.37143525,-0.2412889,1.770284,1.473509,-1.1861591,-2.6614645,1.2927657,-0.658206,1.5296608,-0.8002424,-0.1323134,-0.9692415,1.0652573,-2.299604,-2.3885937,1.2008535,1.1685708,-0.33255112,-1.1868157,1.2679906,1.153615,2.1414325,-2.0515099,1.4938693,2.2528276,-0.21662185,-1.4500184,-2.1511743,1.7495952,1.5354341,-1.0316892,1.9469692,0.5574614
7_15.03.05.013,0.03540212,1.0549328,2.9087372,-1.0356443,0.34381127,-2.1766162,2.3217926,-1.6133637,-3.0536733,-0.4123925,0.6669035,1.1979005,0.13684404,1.6817532,-2.4019022,-1.6157575,-0.26298934,1.055238,-0.21237594,-0.8905835,-1.2000619,-3.1149926,0.25274825,1.7947915,-0.74571776,-1.0957972,1.4660757,-0.69410527,-2.3672054,2.2916079,-1.2703438,-1.4955642,0.24175543,0.8214142,3.6592314,-1.5682404,-2.8891397,0.82308227,-0.58532596,2.248334,-1.0731995,1.9642593,-1.0394,2.8136842,-2.989942,-1.9742973,1.8310225,0.7080512,0.25786555,-0.8411025,-0.7485522,1.9544653,1.8364682,-2.426899,-1.151427,1.3638207,-0.3333858,-2.45592,-1.8259592,1.0401206,1.7042041,-0.39374766,1.4630634,-1.0910662
7_17.02.05.016,1.5905892,-0.474289,2.4956446,-0.7273568,1.2127429,-3.1260707,1.9624215,-1.7755926,-1.1360918,0.18329939,0.820242,1.9960109,-0.9146956,0.57709956,-1.0497704,-1.5956873,-0.48310274,2.464352,-0.121761024,0.047889527,-1.1054516,-2.4666593,-0.7599282,0.12378502,0.4452262,-0.99148333,1.7662013,1.9897571,-1.582266,1.0152972,-1.5653211,-0.89531463,-0.8419156,2.0492148,2.1927602,-1.2987072,-2.3867812,0.45818746,-0.0051931962,2.1585186,0.087908864,0.11576793,-1.7692696,0.80010396,-2.1243274,-2.6956258,2.0679555,1.030462,0.5763809,-1.8338828,0.7111307,2.173147,1.7031591,-1.1446975,0.2647785,1.913497,0.4797427,-0.96144,-0.91568166,1.9478917,2.3189964,-0.12881333,2.3017826,-0.48600787
8_02.04.01.017,-1.9553027,-0.83698094,-1.4366672,-1.5382714,-0.8259543,1.6658475,-1.731588,0.45145375,1.1445358,0.74808353,-0.9028925,-0.27074432,-0.8090957,-0.54451394,1.5488961,0.818717,-0.8142069,-1.3698131,-1.4789441,2.4284546,-0.18860155,1.1325276,0.8075535,0.5637058,-0.7891543,0.14091882,-1.585289,-2.2231894,1.3552097,0.53218824,-0.13717748,0.6654897,-0.5220524,-1.5142574,-1.0972117,0.87598497,0.82442856,-0.3118016,-0.23584265,-0.7246645,0.65518457,0.34095806,0.7941121,-2.655681,1.2749977,0.93645525,0.19196671,-0.32597375,0.40383053,1.198307,-0.51985717,-1.7863379,-0.38224578,0.5249995,-1.9129536,0.8518352,-1.7595205,0.08898777,0.7895606,-1.1319311,-1.62286,1.4640776,-0.7545939,0.75055546
9_04.01.01.003,3.0835562,3.1403708,0.49559367,1.2102499,0.16949463,-4.6541038,-0.9245846,-6.04244,0.31113386,2.1354847,2.315545,2.7049775,-0.66789764,-0.14845824,-4.2272525,-0.16544104,-0.725585,2.0325031,-4.0263634,-2.1943467,1.4154887,-4.1450577,-1.6591237,4.9475455,-0.113975376,-5.1483846,1.7801094,0.9196952,-2.1735175,-2.8653858,-0.06704014,-3.5785592,4.34586,3.3443718,0.1038613,-2.0214763,-4.662746,2.2258716,0.18036687,1.3697643,-0.2673068,4.566779,-1.5507362,0.17155159,-3.1986744,-4.464966,0.9808739,-1.5029218,0.33950227,-3.0223746,-1.1505502,4.3650723,3.7746592,-4.9094024,-3.7707324,1.7307123,-0.8443954,-2.1680658,-4.2070394,3.4808183,5.3221474,2.3774843,2.831195,-1.4554378
10_07.19.01.007,-0.39891246,-0.5535963,0.7831299,-1.2824631,0.57129407,-2.127566,1.7819611,-0.4689904,-0.0197739,-1.046553,1.1232278,1.092799,-1.6500733,0.5852686,-1.3371892,-2.1525664,-1.083045,1.8539224,0.25300694,1.1251713,-1.0331124,-1.9110174,-1.0249647,-0.39221025,-0.13243431,-0.7553661,0.5725526,1.1011406,-1.3050253,1.2083275,-1.4439809,-0.03497228,-0.1847983,0.40574396,0.9362562,-0.4601083,-1.6880107,-0.6376756,-0.5511239,1.4917771,-0.43273076,-0.00034754723,-0.86439437,1.636262,-1.5023234,-1.8183638,2.0682998,2.1168096,1.8920865,-0.8550594,0.97809756,1.36942,1.0898986,-0.055047125,0.903054,0.10731828,-0.16190395,-1.5027108,0.1167489,1.0157704,1.2504613,0.34108812,1.935283,-1.0186491
10_11.05.01.004,0.71540916,0.012832079,0.9855641,-1.8076432,3.2405434,-0.7951957,1.6917489,-0.5262771,1.2420387,1.6608875,0.76443344,2.195909,-2.090754,1.8951806,0.6688631,-0.6385998,-2.43162,2.0184164,1.3498944,0.27078217,-1.6983097,-0.5870017,-1.3595561,-2.2972443,0.26959276,-1.2130988,2.9151788,0.68431616,-0.2731061,-0.07964724,-1.4994209,0.68980926,-1.714486,1.3963904,0.22000092,0.07181531,-2.0399382,-1.352747,-0.1067276,0.15712321,1.276551,-1.998751,-0.6530679,-0.5097889,-1.9648602,-1.840761,1.424588,1.0571551,0.5673453,-1.3018713,1.1295385,0.9980395,2.270619,-1.1014553,2.297828,1.0461657,-0.5361724,-0.9775012,-0.74018973,1.606481,1.2499139,-0.38859767,1.5789526,0.62634003
11_02.02.02.019,0.07978217,-0.5466144,1.2280986,-1.5477911,3.3558035,-2.8641455,3.3920937,0.007368326,-1.2507167,-2.5928059,0.83277225,3.2770228,-3.444093,3.1455252,-1.620673,-3.3808932,-3.3302307,4.859309,0.3082077,1.5442986,-4.2331934,-3.615805,-1.9096307,-3.2983062,0.04448545,-2.4146535,3.5837579,3.501248,-2.5696313,1.8925779,-3.128954,1.794596,-2.7881455,2.014255,0.7743649,0.20607316,-3.0479827,-1.5598489,-3.0616758,2.4341078,0.78131425,-1.1508025,-0.24036668,3.2849092,-2.4132824,-2.8593626,3.7878537,4.2716255,2.500589,-0.60187674,2.0009356,1.5113039,2.082263,-1.800194,4.0387225,0.30971688,-1.687331,-3.031755,-0.71345323,2.4309173,2.4641266,-0.58319235,3.4285207,-0.4809307
11_24.04.04.015,-1.081882,2.028236,0.7677917,-0.89686656,2.4280353,-3.31858,1.2446852,-1.0738066,0.98314536,-0.90608144,1.7244546,4.014852,-3.6591606,4.054898,-2.2280748,-1.9248058,-3.6217725,3.292685,1.4580762,-0.061910987,-1.7111555,-2.1311393,-1.9781715,-0.79112005,2.5714803,-1.384909,3.7101,3.8996334,-3.4626727,-0.15968645,-2.9884973,-0.6657452,0.8155516,1.8118701,-2.410051,1.3743663,-3.7420204,-0.7818197,-0.2368908,2.2351432,2.4973662,-0.59862554,0.77871263,3.298569,-3.5422783,-3.4184508,2.4819856,4.4184217,3.7010312,-1.7978227,2.4028568,2.372174,4.217968,-0.9568106,2.0301113,-0.11970192,-1.796207,-2.2350607,-1.5774939,4.1562595,4.6704187,0.48560786,3.6134443,-0.29583037
12_04.03.01.011,0.8449466,0.47523946,0.78060424,-0.034644723,0.30674186,-0.15765864,0.97272563,-1.0379057,-0.85880256,0.23142973,0.19194227,-0.28513178,0.32742733,0.5205208,-0.3904423,-0.40817952,0.7607197,0.5083675,-0.009782672,-0.2748349,0.051383138,-1.0149487,-1.1009663,0.0016094297,-0.3996954,-0.19402388,0.45162088,0.13696197,-0.13812602,0.6644495,0.47503534,-0.4491671,0.8463883,0.52664316,1.5778255,-0.9165572,-0.85036564,1.0845923,0.22058144,-0.12904358,-0.32555687,0.08648735,-0.3647672,-0.028088748,-0.689979,-0.75294024,0.22504057,0.02208525,-0.8708389,-0.84625417,0.48456764,0.7877058,0.025470525,-0.9100001,0.6813742,1.0354244,-0.059387907,-0.6355964,-0.9917822,0.483204,0.30547258,-0.46898314,0.6047398,0.9242214
13_13.06.05.007,-0.08862597,0.93244624,-0.2763069,1.149752,0.27144024,-0.08216959,-0.56332666,-0.85720176,0.95705265,0.38407743,-0.11411713,-0.59052813,1.1759955,0.40160352,-0.251038,0.9320426,-0.19004095,0.051450893,0.11876911,-0.73674965,1.2141265,0.116420284,-1.2033539,0.84588194,0.6074425,-0.51901495,-0.40550393,0.8564255,0.24365966,-1.0899088,0.8234685,-0.26726413,-0.21478641,0.21736006,-0.31106222,0.658037,-0.57488364,0.56944704,0.19075422,0.16702658,0.5531451,1.7752079,-0.03821017,1.0077726,-0.26467395,-0.8414344,-0.91134477,0.3369128,-0.2217663,-0.37547147,-0.290258,0.54982436,0.6233268,-0.5318195,1.3306463,1.4409888,0.32231125,1.1671839,-0.63355166,1.0222932,1.1078435,-0.44234368,0.69760466,0.11184892
14_13.14.06.002,1.1705978,1.1503718,1.7448541,-0.37589437,-0.27679646,-1.10448,0.28590047,-1.7400322,0.46867618,1.3358572,1.2304629,0.6410427,0.69280756,-0.060711026,-1.5827174,-0.7665756,0.96736205,0.029428065,-0.74423844,-0.76004744,0.30039036,-2.0472949,-1.3817196,-0.16091576,-1.0937283,-1.4500538,0.5958159,0.22340107,-1.0606879,1.568709,1.2586895,0.2780547,-0.9119656,1.0030913,1.3813556,-1.8145503,-2.2318676,1.6972613,1.3843807,0.7391845,-1.6180186,0.4461996,-1.5585972,1.4464524,-1.7642515,-2.178204,1.1543906,-0.8334992,-1.6174726,-1.8234626,-0.13283348,1.8150388,-0.35592535,-1.2979574,-1.3705283,1.6466248,2.6132174,0.24649656,-1.2437333,1.6266015,1.2701318,-0.95495254,2.1111853,0.6597396
15_11.05.16.001,-0.043132424,2.3069975,-0.85063696,0.5789255,1.1090463,-2.206507,1.0073255,-0.5224421,1.5964009,1.4313083,2.0351279,2.9678066,-0.08973113,3.110154,-2.8485339,-1.3685606,-1.2101858,1.0441027,0.257469,-3.0609941,2.3448565,-1.258161,-2.6220121,1.9712418,0.9357573,-1.7864842,1.3080723,1.5999895,-1.207205,-0.1451324,-0.65938115,-1.0734403,0.54506767,1.1156636,-2.3645325,-0.39040387,-2.915536,-1.0235623,0.77563155,2.5297952,0.43002158,2.632573,-0.397313,3.3004222,-2.9737792,-3.266582,0.06819108,1.6300622,1.0626192,-1.6536115,-0.31493944,1.8197088,2.0078259,-0.8762224,0.69515055,1.5261053,-0.43943906,-0.38195038,-2.0769758,1.9261665,4.364647,1.4557296,3.3162923,-1.2444229
15_17.06.02.003,-0.48049623,1.599473,0.8190521,0.69232833,-0.24987066,-2.2709856,0.30630732,-1.5894175,4.3697767,1.5323288,1.8094982,2.888667,0.76165104,0.51528966,-2.7420635,0.17347276,-3.675525,1.2944598,0.53657603,-2.6470218,0.76084375,-1.0893369,-2.5703351,3.31322,0.8287073,-1.1111553,1.2617737,2.2391822,-0.27949858,-2.261465,2.4642198,-2.719058,-1.4617147,2.8253455,-0.6851623,-0.7843786,-2.520688,-0.47360528,1.2923561,2.122792,-0.32314038,1.2888194,-0.42829043,3.128373,-2.1763253,-3.1361566,-0.99066925,1.8640922,1.3364756,-2.2302291,-3.1165519,2.2029796,0.4372269,-1.6129873,0.49231786,0.70220995,2.9823453,1.2024726,-0.50917697,2.7866755,3.3811228,0.911072,2.6854537,-0.34795132
16_22.04.03.019,2.1531804,-1.0917392,0.66579056,-1.8037809,2.016059,-3.5361485,2.5487084,-1.6927955,-1.5285426,-2.3967128,1.3384645,1.6763688,-1.073288,-0.7238413,-2.8623478,-3.3750653,-0.85653204,3.0804372,0.6625564,0.29721373,-1.0768234,-3.6497889,-0.35150337,-0.29251516,0.2534277,-1.5667672,0.21394622,3.2532449,-2.1082838,0.86787415,-1.5291307,-1.8821461,0.16991258,0.5368724,0.78592336,-1.0449152,-3.083241,-0.15293133,0.7318776,1.9299936,-1.3675015,-0.7527063,-1.7743871,1.8544114,-2.137948,-4.0863504,3.1928768,1.878212,0.97442734,-1.379317,1.7233452,3.3855686,2.438962,-0.07319248,1.022962,0.38810843,1.8982455,-0.64927423,-0.503226,1.3592734,3.0134482,-0.10774939,3.286035,-1.8572611
17_21.07.01.006,-0.2508178,-0.30534655,0.5471406,0.4739691,0.074881166,-0.6284615,0.19012356,-0.5177152,-0.40438062,-2.6479726,0.20458777,1.8422725,0.15505359,-0.6754718,-0.86512244,-0.51742584,-0.08950731,0.3782306,-2.1646094,-1.0485045,-1.8571588,-1.3120396,1.314475,1.1983587,0.50425696,-1.4550782,1.2090135,0.7008605,0.834316,-0.55121523,0.026574194,-0.36096942,-1.5386877,1.6708198,-0.9595437,0.7612035,-1.5236654,0.09833762,0.49102926,1.3346521,-0.43362275,0.05054623,0.1431283,-1.542214,-0.95934844,-1.086771,0.25757587,-0.27046588,-0.12104319,0.30887076,-2.302887,0.46953186,0.066944584,-1.7071806,-1.5885804,-0.16832642,-0.62116945,0.20657486,-1.7328602,-0.4171535,1.548768,1.0186484,0.7873396,-0.08393332
18_13.03.04.018,1.1429813,1.6646547,1.2503712,0.01630503,-0.86873996,-0.9550179,0.23774704,-2.0039444,-0.36360803,1.920845,1.1822515,-0.5964983,-0.023624241,-0.7110645,-1.2984282,0.07509464,2.1000214,0.106678605,-1.1225597,0.69513196,0.5981865,-1.4307697,-0.34632632,0.6071309,-0.7719643,-1.3903747,-0.3372354,-1.3574107,-0.4407273,1.0662618,0.7533181,-0.21444675,1.1955389,-0.09197001,1.5041454,-1.9175241,-1.6416924,1.1793497,1.8323655,0.18901753,-0.9636974,0.6822567,-1.8648657,-0.35013086,-1.339489,-1.6177925,0.7179973,-1.7087917,-1.8353128,-1.7305648,0.7847531,1.8218828,-0.876684,-0.8045181,-2.0455487,1.379813,1.7112978,0.13282406,-1.103159,1.4224789,1.1218023,-0.7288758,0.8261852,0.77848965
19_05.02.05.003,-2.0921533,0.20976895,1.1112952,0.59361887,-1.9486887,0.7394973,-1.5966226,0.99056274,-0.50181866,1.562808,-2.0751674,-1.5322175,0.9842764,-0.6205226,0.5776233,2.7959006,-1.4068658,-0.47755617,1.1969835,1.5268892,-1.226527,0.5777709,3.5769556,1.0028791,1.8446454,-0.052350283,-0.18691838,-0.33135903,1.3405817,-0.59558064,-1.9713984,1.0189295,-1.9153903,-1.4884889,1.2185962,0.6511085,0.40225035,-2.443028,-1.2725878,-1.4492357,1.2145337,-0.30469418,1.382662,1.7732587,0.51703036,1.1068486,-0.74281645,-0.27869695,1.1773753,1.0024736,-1.3272555,-0.5741011,-0.7011085,0.36672544,0.72534096,0.1372388,0.3498573,1.3031219,0.84882855,0.7896235,-0.6465592,-2.3830771,-0.13352078,-0.32660192
